ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Spanish,30000,2,56
"Yes, by paying a cell phone company or Internet service provider",Spanish,30000,2,56
"Yes, by paying a cell phone company or Internet service provider",English only,122000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,122000,2,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,18300,2,50
"Yes, by paying a cell phone company or Internet service provider",English only,18300,2,50
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,-60000,1,11
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,-60000,1,11
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"No access to the Internet at this house, apartment, or mobile home",Spanish,670,3,101
"No access to the Internet at this house, apartment, or mobile home",Spanish,670,3,101
"No access to the Internet at this house, apartment, or mobile home",Spanish,670,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,57600,3,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,57600,3,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,57600,3,30
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,22000,4,91
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,22000,4,91
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,22000,4,91
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,22000,4,91
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, without paying a cell phone company or Internet service provider",English only,80000,2,29
"Yes, without paying a cell phone company or Internet service provider",English only,80000,2,29
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,60
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,7
"Yes, by paying a cell phone company or Internet service provider",Spanish,125000,3,12
"Yes, by paying a cell phone company or Internet service provider",Spanish,125000,3,12
"Yes, by paying a cell phone company or Internet service provider",Spanish,125000,3,12
"Yes, by paying a cell phone company or Internet service provider",English only,315000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only,315000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,64880,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,64880,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,64880,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,35000,2,74
"Yes, by paying a cell phone company or Internet service provider",English only,35000,2,74
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,12
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,12
"Yes, by paying a cell phone company or Internet service provider",Spanish,29200,4,66
"Yes, by paying a cell phone company or Internet service provider",Spanish,29200,4,66
"Yes, by paying a cell phone company or Internet service provider",Spanish,29200,4,66
"Yes, by paying a cell phone company or Internet service provider",Spanish,29200,4,66
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"No access to the Internet at this house, apartment, or mobile home",Spanish,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",English only,3200,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,3200,2,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,73800,2,38
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,73800,2,38
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,104600,3,19
"Yes, by paying a cell phone company or Internet service provider",English only,104600,3,19
"Yes, by paying a cell phone company or Internet service provider",English only,104600,3,19
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,90
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Spanish,66000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,66000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,66000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,66000,4,29
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,19500,2,101
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,19500,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,193650,2,12
"Yes, by paying a cell phone company or Internet service provider",English only,193650,2,12
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,12
"Yes, by paying a cell phone company or Internet service provider",English only,174000,2,11
"Yes, by paying a cell phone company or Internet service provider",English only,174000,2,11
"Yes, by paying a cell phone company or Internet service provider",English only,174000,2,11
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,202410,2,16
"Yes, by paying a cell phone company or Internet service provider",English only,202410,2,16
"Yes, by paying a cell phone company or Internet service provider",English only,98000,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,98000,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,105000,3,15
"Yes, by paying a cell phone company or Internet service provider",English only,105000,3,15
"Yes, by paying a cell phone company or Internet service provider",English only,105000,3,15
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,63
"Yes, by paying a cell phone company or Internet service provider",English only,22400,4,72
"Yes, by paying a cell phone company or Internet service provider",English only,22400,4,72
"Yes, by paying a cell phone company or Internet service provider",English only,22400,4,72
"Yes, by paying a cell phone company or Internet service provider",English only,22400,4,72
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,34000,2,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,34000,2,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,34000,2,25
"Yes, by paying a cell phone company or Internet service provider",Spanish,53000,2,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,53000,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,67900,2,53
"Yes, by paying a cell phone company or Internet service provider",English only,67900,2,53
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,5,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,74000,4,49
"Yes, by paying a cell phone company or Internet service provider",English only,74000,4,49
"Yes, by paying a cell phone company or Internet service provider",English only,74000,4,49
"Yes, by paying a cell phone company or Internet service provider",English only,74000,4,49
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,57
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,57
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,46000,5,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,46000,5,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,46000,5,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,46000,5,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,46000,5,27
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,25000,2,58
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,25000,2,58
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,41
"Yes, by paying a cell phone company or Internet service provider",Spanish,77200,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,77200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,23800,2,10
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,23800,2,10
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,381800,5,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,381800,5,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,381800,5,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,381800,5,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,381800,5,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,66060,3,68
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,66060,3,68
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,66060,3,68
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,41800,4,25
"Yes, by paying a cell phone company or Internet service provider",English only,41800,4,25
"Yes, by paying a cell phone company or Internet service provider",English only,41800,4,25
"Yes, by paying a cell phone company or Internet service provider",English only,41800,4,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,70
"Yes, by paying a cell phone company or Internet service provider",English only,119400,2,10
"Yes, by paying a cell phone company or Internet service provider",English only,119400,2,10
"Yes, by paying a cell phone company or Internet service provider",English only,119400,2,10
"Yes, by paying a cell phone company or Internet service provider",English only,89200,4,17
"Yes, by paying a cell phone company or Internet service provider",English only,89200,4,17
"Yes, by paying a cell phone company or Internet service provider",English only,89200,4,17
"Yes, by paying a cell phone company or Internet service provider",English only,89200,4,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,190000,8,10
"Yes, by paying a cell phone company or Internet service provider",English only,29900,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,29900,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,29900,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,29900,2,29
"No access to the Internet at this house, apartment, or mobile home",English only,12200,2,35
"No access to the Internet at this house, apartment, or mobile home",English only,12200,2,35
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,90
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,90
"No access to the Internet at this house, apartment, or mobile home",English only,18800,4,101
"No access to the Internet at this house, apartment, or mobile home",English only,18800,4,101
"No access to the Internet at this house, apartment, or mobile home",English only,18800,4,101
"No access to the Internet at this house, apartment, or mobile home",English only,18800,4,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,54
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,61
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,33
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,22200,5,51
"Yes, by paying a cell phone company or Internet service provider",Spanish,22200,5,51
"Yes, by paying a cell phone company or Internet service provider",Spanish,22200,5,51
"Yes, by paying a cell phone company or Internet service provider",Spanish,22200,5,51
"Yes, by paying a cell phone company or Internet service provider",Spanish,22200,5,51
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,2000,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,2000,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,2000,3,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,7800,2,62
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,7800,2,62
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,9
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,7
"Yes, by paying a cell phone company or Internet service provider",Spanish,6710,2,41
"Yes, by paying a cell phone company or Internet service provider",Spanish,6710,2,41
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,33000,2,58
"Yes, by paying a cell phone company or Internet service provider",English only,33000,2,58
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,61
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,62
"Yes, by paying a cell phone company or Internet service provider",English only,83000,3,23
"Yes, by paying a cell phone company or Internet service provider",English only,83000,3,23
"Yes, by paying a cell phone company or Internet service provider",English only,83000,3,23
"Yes, by paying a cell phone company or Internet service provider",English only,31500,2,66
"Yes, by paying a cell phone company or Internet service provider",English only,31500,2,66
"Yes, by paying a cell phone company or Internet service provider",English only,31500,2,66
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,68
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,46
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,5
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,5
"No access to the Internet at this house, apartment, or mobile home",Spanish,17700,2,68
"No access to the Internet at this house, apartment, or mobile home",Spanish,17700,2,68
"Yes, by paying a cell phone company or Internet service provider",Spanish,38000,3,41
"Yes, by paying a cell phone company or Internet service provider",Spanish,38000,3,41
"Yes, by paying a cell phone company or Internet service provider",Spanish,38000,3,41
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",Other language,55000,5,19
"Yes, by paying a cell phone company or Internet service provider",Other language,55000,5,19
"Yes, by paying a cell phone company or Internet service provider",Other language,55000,5,19
"Yes, by paying a cell phone company or Internet service provider",Other language,55000,5,19
"Yes, by paying a cell phone company or Internet service provider",Other language,55000,5,19
"Yes, by paying a cell phone company or Internet service provider",English only,107000,2,16
"Yes, by paying a cell phone company or Internet service provider",English only,107000,2,16
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74200,3,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74200,3,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74200,3,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,36
"Yes, by paying a cell phone company or Internet service provider",English only,22200,2,53
"Yes, by paying a cell phone company or Internet service provider",English only,22200,2,53
"No access to the Internet at this house, apartment, or mobile home",Spanish,100000,3,18
"No access to the Internet at this house, apartment, or mobile home",Spanish,100000,3,18
"No access to the Internet at this house, apartment, or mobile home",Spanish,100000,3,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,56900,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,56900,2,31
"Yes, without paying a cell phone company or Internet service provider",Spanish,215000,3,15
"Yes, without paying a cell phone company or Internet service provider",Spanish,215000,3,15
"Yes, without paying a cell phone company or Internet service provider",Spanish,215000,3,15
"Yes, by paying a cell phone company or Internet service provider",English only,100000,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,100000,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,310000,4,9
"Yes, by paying a cell phone company or Internet service provider",English only,310000,4,9
"Yes, by paying a cell phone company or Internet service provider",English only,310000,4,9
"Yes, by paying a cell phone company or Internet service provider",English only,310000,4,9
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,46
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,45
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,26900,3,55
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,26900,3,55
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,26900,3,55
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,57000,3,32
"Yes, by paying a cell phone company or Internet service provider",English only,57000,3,32
"Yes, by paying a cell phone company or Internet service provider",English only,57000,3,32
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,46
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,47
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Other language,36000,5,38
"Yes, by paying a cell phone company or Internet service provider",Other language,36000,5,38
"Yes, by paying a cell phone company or Internet service provider",Other language,36000,5,38
"Yes, by paying a cell phone company or Internet service provider",Other language,36000,5,38
"Yes, by paying a cell phone company or Internet service provider",Other language,36000,5,38
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,49
"Yes, by paying a cell phone company or Internet service provider",Other language,32000,4,50
"Yes, by paying a cell phone company or Internet service provider",Other language,32000,4,50
"Yes, by paying a cell phone company or Internet service provider",Other language,32000,4,50
"Yes, by paying a cell phone company or Internet service provider",Other language,32000,4,50
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,92000,4,11
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,92000,4,11
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,92000,4,11
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,92000,4,11
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,128000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,128000,2,21
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Other language,49000,6,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,15000,2,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,15000,2,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,15000,2,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,15000,2,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,15000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,65000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,65000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,133000,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,133000,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,68
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,86000,2,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,86000,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,17400,3,38
"Yes, by paying a cell phone company or Internet service provider",English only,17400,3,38
"Yes, by paying a cell phone company or Internet service provider",English only,17400,3,38
"Yes, by paying a cell phone company or Internet service provider",English only,134200,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,134200,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,134200,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,134200,4,29
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,2
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,38
"No access to the Internet at this house, apartment, or mobile home",English only,58000,2,25
"No access to the Internet at this house, apartment, or mobile home",English only,58000,2,25
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,56
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,56
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,3
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,58
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,52
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,47
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,47
"Yes, by paying a cell phone company or Internet service provider",Spanish,39500,2,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,39500,2,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,30000,3,86
"Yes, by paying a cell phone company or Internet service provider",Spanish,30000,3,86
"Yes, by paying a cell phone company or Internet service provider",Spanish,30000,3,86
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,47600,5,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,47600,5,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,47600,5,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,47600,5,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,47600,5,33
"Yes, by paying a cell phone company or Internet service provider",English only,90400,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,90400,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,65
"Yes, by paying a cell phone company or Internet service provider",English only,57000,2,12
"Yes, by paying a cell phone company or Internet service provider",English only,57000,2,12
"Yes, by paying a cell phone company or Internet service provider",English only,57000,2,12
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
